Q1_Need,Q2_Need,Q3_Need,Q4_Need,Q5_Need,Orientation,Age
4.222594672589529,3.696839650908768,3.9787491224558362,3.9310377663138563,7.956702316794584,Bisexual,52
3.7872595956602186,3.0281269341065205,0.5557443822161092,0.5521418431255408,6.21401053949205,Pansexual,62
4.247364434623195,4.397758221099403,4.425996860344776,3.267632171152234,5.6687670464422215,Homosexual,37
6.373103176553111,6.714859152330271,2.5193492036837304,4.022747505450881,5.163794626896704,Pansexual,30
5.493126664489527,7.369297503705413,2.2503583849008058,3.127720675476477,7.507991326912544,Heterosexual,55
4.205359694349442,5.155783532535492,4.421919936406983,4.200955762577319,5.896633393826127,Heterosexual,63
5.7699011496700345,5.192997494007631,3.88852662297208,3.9154124619666106,4.847109407047517,Heterosexual,25
5.14561632402206,4.247201652673702,2.27806766836184,2.4864504763093924,7.388578604530964,Bisexual,60
6.452967485799334,6.94488665730584,5.318659606728496,3.2769247383042055,9.492999517432791,Pansexual,37
3.9469203591839714,2.6266871521633295,0.8378733448002054,0.5906959622796084,6.993929088460106,Heterosexual,50
4.508506780103348,6.339965545957702,4.231871213888527,3.5498869658907286,7.838490774451642,Bisexual,43
4.411837770301764,5.591277891023051,4.186202515936768,3.1845825060418522,7.081829358547565,Heterosexual,56
2.804727577801822,2.3355519256971173,2.3809071213720197,2.0998068284860647,6.901110346808857,Homosexual,38
5.444180415596864,3.731045886505986,3.652266044484236,5.449952571333759,7.9190764829877685,Heterosexual,59
5.391582908269834,6.745455282435247,0.49777284722939363,1.1386157084964035,6.709725455811348,Pansexual,60
5.0076701849636915,4.893130339711074,4.848054038413802,4.276875048631005,7.267392314071903,Homosexual,58
4.648119299937279,5.885935611910741,2.630195727114022,3.2027785084701805,7.321697806196013,Heterosexual,26
2.8769438869243786,1.2825162281300115,1.954553958961921,3.353909395547923,6.331909546356951,Heterosexual,41
4.369032015851961,3.7696569928981885,5.098018451673779,6.022652134586548,7.992042349536523,Heterosexual,54
4.485928225209846,4.491171924928029,1.5913126189144815,1.6509429888346556,6.825040243304591,Heterosexual,58
3.796584096167572,3.8435646899323137,0.1830774072728807,-0.4638593704326932,6.244254840507155,Heterosexual,34
4.758071432500986,4.308005961021743,-0.11325834704780746,0.5849649665657826,7.536509843570403,Asexual,41
5.606076285221808,6.228926217569306,4.21201990269128,4.605505288113029,6.101532018208963,Homosexual,38
7.829278851815795,6.761658422433201,0.4391412950074338,1.3343345150351662,7.028181157369128,Homosexual,56
5.261866719247759,5.119487234226465,6.50958836396873,7.144760165650699,6.990881003355796,Heterosexual,58
5.386325586084146,5.506621217796045,-1.163858815767444,-0.11430610044810896,8.085895565831578,Asexual,56
4.888331126350749,5.402769960409499,6.392912736580076,5.857677525019508,7.474698232879953,Bisexual,30
2.1218431770514377,2.8334580551403272,3.4220349344052368,4.7394290000395625,6.974973041254856,Heterosexual,28
4.960229186826175,3.835587094988306,2.8065737762592153,3.004173380951615,7.817766299200287,Bisexual,63
5.09034531491154,3.5562311441759173,1.910161826382101,3.9854226990073665,8.390207549017314,Homosexual,36
8.69486316872793,9.972539990626439,3.7982722287041417,3.1090844106145736,7.557810306351862,Heterosexual,28
4.711458552828316,5.043772564807908,2.924730595150303,4.660694398315552,7.01035261984338,Heterosexual,30
5.452321013500419,4.703834476943865,5.206603764033044,5.404514547495692,5.68816376764984,Heterosexual,63
4.947932345442135,6.499084320964658,3.2284552973240794,2.577037293709631,5.934886336924627,Heterosexual,62
3.246982943570702,3.3626575778635606,3.300603522923755,2.8167176888694336,6.694775295645332,Pansexual,18
6.71423422177253,7.893531405836357,2.2727755755722883,1.952428267377968,6.390487797840716,Bisexual,57
6.127899549030161,6.19541803044027,2.886108752557865,3.3102746989597813,6.813028697014554,Bisexual,61
6.18654792056457,8.247295845446558,3.6156035377841182,4.1384390258196175,7.0566499248971075,Heterosexual,36
3.635918817807892,5.391259660251096,-0.4203367853132507,-0.9940367892518297,7.529692754356731,Heterosexual,29
7.104191466404149,6.855227317925076,0.30362915578857397,0.2792745635275911,6.9295012219409085,Bisexual,25
2.8972234058115784,3.868794356765934,4.48652818804543,6.628798546657293,7.486501643826202,Homosexual,25
5.880285640700405,6.525661590285553,3.341730876255884,5.069274046356595,7.06447441481012,Heterosexual,62
8.285683438714967,9.654314996247315,2.632033327294642,3.068356996968674,5.024533433646129,Homosexual,29
3.5141955123039677,2.549272051723863,3.036867866130786,3.0748713442989866,6.060664606181246,Bisexual,50
4.150553405595842,4.836604865594281,3.695163410723342,3.8151947374416033,6.855912444278385,Heterosexual,62
5.1494770476314615,6.207901534481049,1.920480639381277,2.5339986121116937,5.790305257158892,Heterosexual,43
4.244786518825701,2.4860470324025865,1.4433905491953747,0.4205979839969691,7.599928729996204,Bisexual,56
2.6740048534008007,1.4907463407350257,3.391690510195363,3.1343139727720177,8.530750832343697,Heterosexual,45
5.102844462209041,3.0636122844489404,1.043254444769936,-0.625329629107654,8.218761851697316,Heterosexual,22
3.4065444294108427,3.137137594966285,3.816505511428944,4.215728634034223,6.786557129069792,Heterosexual,25
5.710388645952772,6.427930901748734,-0.4051672084756808,0.24202873122706026,8.490726136849952,Heterosexual,42
3.620863648649295,5.123220700745323,5.058311274651287,4.5751248123519135,7.148667457202111,Bisexual,44
7.32490160752631,7.398996387946085,3.945194964826086,5.519181728116118,6.662914028881961,Homosexual,63
3.825120061495644,5.453735607066936,3.5120594686277515,2.2862938056254105,6.38659733645906,Heterosexual,40
4.516907725691486,3.1368062674765946,4.965381967891028,3.5010070876812076,6.697530313511872,Asexual,47
6.220275826054505,4.51689338669935,6.330948888925153,6.555400707485125,6.611823181458771,Asexual,62
3.153703525349067,3.0981558264524485,5.028740130036261,6.075838432648416,7.170416222375488,Asexual,64
5.341189901906194,5.725255350845502,-0.6817484626632906,1.002179228794578,7.160573981049865,Heterosexual,40
6.960714131423642,6.928019383329549,0.4408460665285969,-0.018038196340343093,7.003046020153414,Heterosexual,64
2.5887751481581587,0.5213330481182821,1.7503628446086423,2.829043678039938,7.43693816974635,Pansexual,37
5.276950787798456,5.187830748285668,3.0521821004216676,3.01367363092096,8.190646274786342,Bisexual,35
5.389824191372635,4.085354690867781,4.035318040938246,3.8626907409974263,7.949554135441324,Heterosexual,35
6.172734307665965,6.842406856496003,1.5485123736930688,2.432172311179741,5.5151020315500965,Heterosexual,19
3.144573933682877,3.5111721797797255,3.3735335289541566,4.025856407367576,4.446078865098045,Heterosexual,21
3.0193150803735858,2.0794352940462306,1.489234135293355,-0.08715802169089448,7.934319911239274,Pansexual,47
5.782912348425347,5.269045431088653,1.7769643940161035,3.253504743741999,5.633121301584579,Homosexual,50
5.445477009849779,4.386263487960828,0.18667780630355546,1.566769160451007,6.775234598107317,Heterosexual,53
5.375739275518815,5.313060178245643,1.1535335077781914,0.527970806268662,5.82988697394064,Heterosexual,35
5.519672314245463,6.474814634746702,0.29663078876733273,0.6924343222047418,5.19801956241998,Bisexual,54
3.979962917632264,2.99423687129672,1.0482534940453345,1.5422836803280733,7.541462728204788,Bisexual,36
5.348380545741505,5.852427061259349,5.107283593215679,5.367957359039586,7.7591551603026465,Heterosexual,64
5.439608709948022,4.909351091575581,1.101202222336114,0.5508970684906939,6.423489599273281,Bisexual,45
3.928472872960448,3.1356000406981037,8.26476412967478,7.593140761736729,4.40895770785509,Pansexual,57
7.798661766717135,7.6916314067625775,3.9866358017617785,3.961081730770333,6.453755551747517,Heterosexual,37
5.710749381367681,4.675507058948307,3.369672247389748,4.5424012666491125,7.3918040054025465,Homosexual,50
3.213044754196027,2.659395448848845,1.2832844396375733,1.8268845942320056,5.521088431225872,Heterosexual,29
5.984830412950744,4.786952520361896,4.4006197588179825,4.030005426731877,7.183359919779155,Bisexual,32
3.537977494659018,5.502702627575407,1.8487243475244521,2.620423058172797,6.984690150827005,Homosexual,58
6.1806269056136784,6.215890457585407,3.244019629290723,0.3954770086606474,7.579291499601088,Homosexual,56
6.737893368511106,6.03816786051852,8.12016907653759,9.268934776909692,7.119580368414153,Bisexual,19
3.7689765224724345,3.9829564332066565,2.8078802005507004,1.0681664217726008,6.026931059118445,Heterosexual,46
6.445064193866482,6.3327361441756524,5.298546652571352,4.93610571116822,8.196571501664492,Pansexual,58
5.619171390404747,5.398201790871525,1.5936471497482252,0.47397725512208133,6.84147042697303,Homosexual,27
6.233090239991735,6.84725694003516,2.9300230190060765,1.635341543285171,6.972695460490068,Heterosexual,19
7.845189473980921,8.602697184028226,6.54160127127102,7.702428058649539,6.066732040926804,Bisexual,28
4.631917825995695,4.101416678385167,1.7460658844244652,1.278364683112574,6.55671774880849,Bisexual,30
3.8693957534637655,3.2935775128190854,6.624897115993857,6.971400997724572,6.115197285973099,Heterosexual,27
3.665728355561715,3.390676658410071,4.415503870910951,4.368583292031767,6.827053940076577,Asexual,31
3.776284572551843,1.474363407816258,1.8750664482114647,2.3521072754345864,8.711708480142343,Pansexual,35
4.884347435878844,3.3691563736802923,4.264815478111042,4.3416373691712975,5.628098857068643,Heterosexual,26
5.511727962224965,6.8786022296694895,4.9451088992534595,3.66211667506489,5.386438602123259,Pansexual,56
5.415036198995028,7.060003912496311,4.243619924434393,5.239886743881533,8.471170327493608,Heterosexual,45
6.240774873554035,5.991738833997657,-0.14044943978091284,-0.6342060229422253,6.7906763228481335,Heterosexual,20
5.0195028378168605,5.596059800872627,1.5457256483502628,-0.010856250309488225,6.330927261340084,Heterosexual,37
7.1803011157359755,7.491551270279512,2.5049627288969907,2.076847567931078,8.039904687396076,Asexual,23
4.603014750143066,7.6818955585983035,2.8511331417999073,4.351892932434218,6.394384460263136,Bisexual,44
9.080253749884427,10.199828661319003,4.241344195101356,5.091565937214849,8.826009713546936,Heterosexual,19
5.938501021647509,5.8105834301667425,3.3554020018665076,3.0067498674586486,7.677925871339269,Heterosexual,46
3.7142636653755763,2.7587232247751503,0.32931128257979747,-0.019946421738631315,6.5120885918542974,Homosexual,55
3.3936612529083314,1.787214932650759,3.7603957020119263,3.438760650794544,9.157308213265503,Heterosexual,20
5.723708622864778,5.927172258732001,4.221171490567646,6.297919474128487,6.3942850769966615,Asexual,33
4.664805822011224,3.9084550767269204,4.11958089586208,4.501516348093633,7.742095372009307,Bisexual,47
6.071000741138138,4.648747031540464,5.161561451109243,5.591603098300313,7.299292580406492,Homosexual,57
5.709856436860317,5.06328355261779,4.667844309097808,5.6981277631296505,8.301741289398798,Pansexual,19
4.890756631014691,3.8092086274002956,3.9183601584568732,4.157149317483387,8.561511196726853,Heterosexual,34
3.7298094228973926,5.416951057969957,2.859668577082706,2.600626431262003,7.0320041490657665,Pansexual,58
2.727729162971203,3.6093689199206533,-0.3219218670319819,-0.5182717161169601,6.246582129653817,Bisexual,29
4.330227571899468,4.322254930582851,3.859236438265172,3.787635178851108,7.459972142939116,Homosexual,52
6.284598191485209,7.764542330375235,3.4153753743262225,3.3781531378163807,6.322284630247894,Heterosexual,60
5.321140616195306,5.3985089238429245,3.543157674390747,4.270787218027727,9.013387247526623,Asexual,18
3.131391831932018,2.2701076306037544,0.4465028483593807,0.4984487341666801,7.1365353310827375,Heterosexual,62
5.259771388776773,6.782895466046431,0.8378869191834752,1.5705269963990545,6.634678448687891,Heterosexual,32
5.577976069593255,6.116886113277914,5.1063057066658075,5.025589126557225,7.184680305864909,Heterosexual,43
3.6742138456983007,2.6369676913718445,2.92088969228669,2.9995248826027807,5.6528737104703035,Homosexual,54
5.230587658918292,5.040248980834684,4.363001394745249,2.364800710213141,6.028385961489349,Homosexual,38
5.087313077669,4.211694824284242,3.0566367522609186,3.9729644269634,8.200413907944425,Bisexual,48
3.2855445532540655,1.9027448222897292,3.0595122789914866,3.4060007548894795,6.343105721028604,Asexual,42
5.536681040522425,6.4628585880540665,4.876567611951995,5.874577721811647,5.95308901731806,Heterosexual,40
5.841176789552351,7.750593430022482,1.9679105435652522,-0.9283448346284371,7.536652752527286,Bisexual,41
6.624576864762916,5.226009290943774,3.192241553881967,5.280616258662695,8.185704154662997,Heterosexual,55
6.5807030780523545,7.1436723147429255,2.0754494225899145,1.9358597944347407,7.718953310665067,Asexual,45
2.9334959480643636,2.2828533789425363,2.1310075451353687,3.2391903618728852,7.9960476858058165,Bisexual,38
3.5932624401273157,3.1061370563626194,2.3816557530627214,1.3417498259371905,6.2432049114305395,Homosexual,60
5.77255290081299,5.180158976574121,3.4442675432674257,4.057041448329995,5.578189333258156,Bisexual,35
5.770678926368313,4.906688156688497,2.042502756673046,0.9890871934993897,8.501333651955488,Heterosexual,53
5.772571529459071,5.821093157403898,5.511512251147042,4.887743290451237,6.677320161157864,Heterosexual,52
10.779097235982082,9.948147119571043,1.2107853955609922,3.1248167494277785,6.749166983544953,Bisexual,62
5.85633576603975,6.126792591819589,2.626256711677282,2.4355743109139354,8.328194141849059,Heterosexual,26
6.703348460270899,6.653110350821762,2.12053788345165,2.337970756631373,7.55623000940066,Heterosexual,55
6.431002645239803,6.192054598373393,5.893955768707466,6.764023499396219,7.455887772081607,Heterosexual,47
5.977086876958697,5.069523214917099,3.3931095530231494,3.888791440995754,9.165002344901083,Bisexual,61
4.527096133039482,3.9503248024711493,5.063689078937269,5.2141079840808455,6.356481769619857,Heterosexual,51
6.138453830739901,6.893845056565657,0.02887925392605606,0.39384025639228115,7.927840128081237,Heterosexual,49
3.8407621781936423,4.341679365818023,3.5341005317385177,5.937516116976793,7.057013124897084,Bisexual,20
4.644772089889987,3.6672168450914358,4.779261591246874,4.721642794213288,7.268592278863258,Bisexual,20
4.2719546782563445,4.37128698368557,3.1645679785508483,3.365667025265816,8.528468426412532,Heterosexual,45
5.122811209079484,5.874198332451273,5.130960750130702,6.181615146138315,7.507835756289624,Heterosexual,61
8.471987850010263,6.802582568888892,1.9654230997992557,3.0709490327572393,7.538296079049633,Heterosexual,32
2.1991022111123777,2.7424624034923126,5.81869488037116,7.00572518593154,8.072507337309801,Heterosexual,58
6.02939028556177,5.3667665266159235,7.5977962472385006,8.236526469267686,6.635047270457115,Heterosexual,40
2.580926193215522,3.1515248618086815,2.2743228791206818,1.1313179663901982,6.160790332660993,Bisexual,57
4.29210220131585,3.528843044773333,2.1089949571984565,3.7424264894995525,5.955190805978966,Bisexual,28
6.633425895451049,4.82854379478653,5.906768954235401,4.760423561216713,5.0336434106239984,Homosexual,49
5.096420028643194,3.468877590760031,6.159144291461425,6.461779756700459,9.056207129940322,Heterosexual,53
3.3833828331060407,3.4314677797674227,1.9542799456934634,1.2000040956741054,5.896791634278317,Bisexual,50
3.9270444361100476,4.186766937831529,2.159626365808285,2.095488019215292,6.778746376414228,Heterosexual,41
6.019396623402014,5.115079998297605,2.4364307822789852,2.765193192582466,6.723186700111079,Pansexual,56
3.904450052424295,4.543042511201669,0.3110989779314459,0.632456193381719,7.307406697809101,Homosexual,51
5.324687884372962,3.6631678221040023,1.1626961070316035,1.5846168612668883,7.815737212539297,Heterosexual,45
5.06835775985572,5.002277961208404,0.9917184664958643,2.6054297355545115,7.860473488359745,Bisexual,54
4.022599478591275,2.8115832788288184,1.4644048697917431,1.917939171305723,6.416922561431061,Heterosexual,24
8.215916133987989,7.564080026185829,2.930630225226438,2.686473589935789,6.832878286213589,Bisexual,21
5.950878533477017,5.998277204793431,3.4684294650730405,4.432516633361399,7.2825799504883,Heterosexual,54
1.9622861200135893,1.1018727547296367,6.101000985628154,7.2904714745527945,6.751308873816453,Heterosexual,18
5.279681472154142,4.895125927924316,1.003291918522418,-0.2243158966145744,8.607345576019993,Asexual,18
4.007320302847418,5.013613112061859,4.968644796953168,5.566044866803026,7.490974951638251,Heterosexual,64
6.278650002194336,5.701758132671188,2.572022311548982,3.2731950538598804,7.734877786049817,Bisexual,37
3.811218892350949,4.646911004416091,2.9010725806951343,2.603509077335142,7.662881268667412,Heterosexual,36
4.827895337799651,3.698188483142033,4.3496389843332075,5.725345797644827,8.173473857485325,Homosexual,46
5.757480918470685,6.287285096385968,0.7545559568754028,0.6045003698428756,7.181021558703707,Bisexual,27
6.298632791255182,7.740201411913082,3.764819492368101,3.8903959458396438,5.703168052044154,Homosexual,35
3.1995553894163358,0.7279108892890465,3.332904416426112,3.159832592142242,7.399687951752641,Heterosexual,45
4.498248146238577,3.7013528907681,3.9849025280162977,4.000481575597766,6.348643106208171,Heterosexual,52
4.287582033258566,4.864654160439106,3.578337287815636,2.482062200920434,6.471383318250243,Heterosexual,60
4.020006151139432,3.8169607650964394,7.9106002798217885,6.470549397227494,7.586364018755093,Heterosexual,64
7.6481813604216455,8.019327233792954,1.724520031497368,3.31902509472234,8.238283071433635,Bisexual,48
5.607472566441433,5.0034873797256125,1.9380060899963647,1.091044741678037,7.021271576736062,Pansexual,44
3.1086740684974323,3.195263855970332,1.7537189471504713,0.7623265976941641,7.308833012598964,Asexual,28
6.376792920582164,6.221115685190084,1.8890457616794907,-0.2643443519242241,8.702214944635237,Bisexual,55
8.18323429551895,9.351016357178757,1.7252257453869646,1.0862639976974622,7.240753179488569,Bisexual,22
6.548697890826721,6.803118734127934,5.378033062215104,4.054943268807605,9.601683114180394,Bisexual,25
2.7209450510689797,3.058547713144182,5.841008495979709,7.483023656116078,7.565509645631544,Heterosexual,51
4.273648890700623,3.861771924578156,1.8585074125010475,2.8683245018436816,5.239237240844182,Pansexual,29
6.900366723779934,6.41276049970744,1.3352888537915426,0.6471385086138188,7.753341621104532,Bisexual,55
3.938495801571829,3.505937613752208,3.942831112772808,6.195266918117117,7.381158384882777,Homosexual,18
5.665729142219343,6.06018128459764,1.8955539114380568,2.877319398429651,8.289752754082746,Heterosexual,48
6.161951080144005,5.740966599323743,4.265863635511022,3.9410322520023997,7.6731813512699585,Heterosexual,21
3.6096042926328757,3.8993791495292887,3.4058460417025995,0.9064403268290269,6.861544016016226,Heterosexual,62
4.9107119659073,6.986112764552738,-0.03148822999446388,2.2594543425962774,5.775701763710634,Asexual,22
0.13809898989639113,1.0092236933280834,6.095010402660123,4.705437935896527,6.7909767427139744,Homosexual,47
3.463418537998565,3.137395005830724,6.591755346191043,4.946356599234151,6.1494795457907,Heterosexual,41
4.62114777291026,5.822361695074205,1.774422619031228,2.796993051040868,6.419476550195277,Pansexual,20
3.1283252270527258,2.7202498540311746,2.224596880128032,4.664349286467305,7.58857840442061,Heterosexual,28
7.448616955897453,5.410492420719599,3.5717307814498103,4.9560035999603285,8.669904504351406,Heterosexual,62
2.854787933059051,1.8467016221416468,3.6689135799740504,4.23282270002641,7.394671529822981,Heterosexual,21
4.339933269954525,2.469141348928669,4.317088545345661,4.911842887010947,5.804116937964816,Bisexual,43
5.196110865929137,4.844597381887828,7.020409077532699,7.873824636313007,7.44460266822014,Pansexual,44
7.161909933599174,7.180328312788725,2.6461055450119013,3.4050341347986666,8.196631486645652,Heterosexual,63
2.8462067732308407,4.522644085506124,1.4034055109230925,1.6845969348924683,6.390217095680618,Asexual,60
6.744745628232439,7.071673001996602,0.24136154397094556,0.34556264792282165,6.865982833327083,Heterosexual,44
5.015349591529381,4.796249062720516,1.5381399201161619,1.4755467922166394,7.014688194729197,Pansexual,59
3.527737023428074,4.357142604611563,2.933746054252406,2.1797814653857297,6.21510168691776,Bisexual,23
5.693155211394906,3.482019902387021,6.589115727035575,6.3084406501688015,7.648280433843859,Bisexual,32
5.298589543360205,5.53420410146877,1.9647774019276572,0.2718205877322717,6.8790518513922185,Heterosexual,47
